1278;FrontPage Server Administrator;3.0.2.1706;FP98SWIN.EXE;109328;Microsoft
1273;Frontpage;Unknown;FPEDITOR.EXE;0;Microsoft
1275;Frontpage 98;3.0;FPEDITOR.EXE;1598224;Microsoft
1272;FrontPage;98;fpexplor.exe;1509136;Microsoft
1276;FrontPage 98;3.01;fpexplor.exe;1509136;Microsoft
1084;FreeHand 10;Unknown;FreeHand 10.exe;0;Macromedia
1085;FreeHand 9;Unknown;FreeHand 9.exe;0;Macromedia
1088;FreeHand MX;Unknown;FreeHand MX.exe;0;Macromedia
1086;FreeHand MX;11.0.1.67;FreeHand MX.exe;6889472;Macromedia
1089;FreeHand MXa;Unknown;FreeHand MX.exe;6889472;Macromedia
1087;FreeHand MX;11.0.2.92;FreeHand MX.exe;6893568;Macromedia
1;frhed - Free hex editor 1.0.154;1, 0, 154;frhed.exe;140800;(c) Raihan Kibria 1999
1271;FrontPage;4.0 or 2000 SR1;frontpg.exe;1917002;Microsoft
1270;FrontPage;4.0 or 2000;frontpg.exe;1990730;Microsoft
1274;FrontPage;XP;frontpg.exe;2660472;Microsoft
527;Flexql;2.0;frw386.exe;826117;Data Acces
1265;Flight Simulator;4.0;FS4.EXE;0;Microsoft
1266;Flight Simulator;5.0;FS50A.EXE;0;Microsoft
231;Family Tree Maker;Unknown;FTM.EXE;0;Banner Blue
920;Full Authority;Unknown;FULLA.EXE;0;Jurisoft
1129;Fusion;Unknown;FUSION.EXE;0;McAfee
280;Framework;Unknown;FW.EXE;0;Borland/Inprise
366;Log Viewer;Unknown;FwLog.exe;0;Check Point Software Technologies
367;Policy Editor;Unknown;FwPolicy.exe;0;Check Point Software Technologies
369;System Status Viewer;Unknown;FWstatus.exe;0;Check Point Software Technologies
1940;FXA602E;1.0.0.0;Fxa602e.exe;325632;Software602
675;PCx Effects;Unknown;FXSHOW.EXE;0;Genus Microprogramming
1802;G2 player;6.0.0.527;g2cln.exe;25088;Real Networks
1813;Grammatik;Unknown;G4.EXE;0;Reference Software
468;Gallery;Unknown;gallery.exe;0;Corel Corp.
1962;Backgammon;Unknown;GAMMON.EXE;0;Spinnaker Software Corp.
1952;Gato;Unknown;GATO.EXE;0;Spectrum Holobyte
671;Gator;Unknown;gator.exe;0;Gator.com
2131;Gator Client Application;3.3.0.5;GatorStubSetup.exe;200767;The Gator Corporation
1559;Graph-in-the Box Analytic;Unknown;GBA.EXE;0;New England Software
1558;Gb-stat;Unknown;GBS.EXE;0;New England Software
982;Lotus Graphwriter;Unknown;GCIFE.EXE;0;Lotus Development
1889;Silpheed;Unknown;GDEMO.EXE;0;Sierra On-line
1281;GDP Database Convertor;Unknown;GDP2FILE.EXE;0;Microsoft
1280;GDP Database Convertor;3.02.391;GDP2FILE.EXE;33280;Microsoft
569;Gem Desktop;Unknown;GEMSETUP.EXE;0;Digital Research
2185;Geo Tool;Unknown;geotool.exe;0;Trimble Geomatics
2214;GETIF Network and SNMP Utility;Unknown;getif.EXE;0;Unknown
2034;Ghost;Unknown;ghost.exe;0;Symantec Corp.
2054;Norton Ghost;Unknown;ghost.exe;0;Symantec Corp.
1586;Norton Ghost;Unknown;Ghostexp.exe;0;Norton
2035;Ghost Explorer -- Ghost image file viewer;1, 2, 0, 3;Ghostexp.exe;0;Symantec Corp.
2053;Norton Ghost;Unknown;Ghostexp.exe;0;Symantec Corp.
2055;Norton Ghost Explorer;1, 2, 0, 3;Ghostexp.exe;0;Symantec Corp.
2037;GhostWalker;Unknown;GHSTWALK.EXE;0;Symantec Corp.
2056;Norton Ghost walker;Unknown;GHSTWALK.EXE;0;Symantec Corp.
2036;GhostWalker;8.0.0.984;ghstwalk.exe;602740;Symantec Corp.
1560;Graph-in-the-box Executive;Unknown;GIB2GIX.EXE;0;New England Software
2221;GIMP;1.2.3.14;gimp.exe;2298398;Unknown
827;Guide Full Text Index;Unknown;GINDEXER.EXE;0;InfoAccess
1724;Girotel Application;Unknown;Girotel.exe;0;Postbank N.V.
1723;Girotel Application;1, 0, 0, 1;Girotel.exe;87536;Postbank N.V.
2020;Glyphix;Unknown;GLYPHIX.EXE;0;SWFTE International
1595;Grammatik For Windows;Unknown;GMKW.EXE;0;Novell Apps Group
2130;Gator Client Application;3.3.0.5;GMT.exe;1699892;The Gator Corporation
690;Goldmine for Windows;Unknown;GMW.EXE;0;Goldmine
689;Goldmine for Win95;Unknown;GMW32.EXE;0;Goldmine
1815;Relay Gold;Unknown;GOLDDIR.EXE;0;Relay Communications
530;Gold-Fax Client;Unknown;GOLDFAX.EXE;0;Data Processing Design
17;LINKS;Unknown;GOLF.EXE;0;Access Software
1828;GPGshell for Windows;2.45;GPGkeys.exe;477696;Roger Sondermann
1826;GPGshell for Windows;2.45;GPGtools.exe;249856;Roger Sondermann
1827;GPGshell for Windows;2.45;GPGtray.exe;324096;Roger Sondermann
1825;GPGshell for Windows;1.09;GPGview.exe;26112;Roger Sondermann
1720;Labels!;Unknown;GRABBER.EXE;0;Pop Computer Products
612;GRADE2WN;Unknown;GRADE2WN.EXE;753824;Excelsior Software
532;Dataease Graftalk;Unknown;GRAFTALK.EXE;0;Dataease International
748;Windows Grep;2.2.1.2222;grep32.exe;755712;Huw Millington
1735;Grid Designer;Unknown;GRID.EXE;0;Power Up Software
250;Gridiron!;Unknown;GRIDIRON.EXE;0;Bethesda Softworks
2220;GhostView;Unknown;gsview32.exe;0;Unknown
2218;GhostView;2.9;gsview32.exe;516096;Unknown
2219;GhostView;4.1;gsview32.exe;647680;Unknown
2217;GhostScript;Unknown;gswin32.exe;0;Unknown
2215;GhostScript;6.01;gswin32.exe;135168;Unknown
2216;GhostScript;7.03;gswin32.exe;143402;Unknown
1980;gti;2.417;gti.exe;1874432;STEF-TFE
414;Guardian;2.2.0.22;Guardian.exe;888832;CommSoft Group Ltd.
945;Printer Server TCP/IP Setup Utility;Unknown;GUICFGUTIL.EXE;0;Lexmark International Inc.
944;Printer Server TCP/IP Setup Utility;1, 3, 0;GUICFGUTIL.EXE;969728;Lexmark International Inc.
2129;GAIN Uninstaller applet;3.3.0.5;GUninstaller.exe;221184;The Gator Corporation
2038;Grandview;Unknown;GVLOAD.EXE;0;Symantec Corp.
2019;Glyphix;Unknown;GX.EXE;0;SWFTE International
1966;Graphics Expander;Unknown;GX0.EXE;0;Spinnaker Software Corp.
1663;Guidance;Unknown;GYDANCE.EXE;0;Owl International
1691;H2O Optimizer;Unknown;h2opt.exe;0;Pentair Pump Group
2111;Hackman Multi module hex editing platform.;Unknown;Hackman.exe;0;TechnoLogismiki
2222;Hachman;3.21;hackman.exe;1666048;Unknown
736;Hyperaccess;Unknown;HACODE.EXE;0;Hilgraeve
983;Lotus Hal;Unknown;HAL.EXE;0;Lotus Development
738;HyperACCESS/Win;Unknown;HAWIN.EXE;0;Hilgraeve
327;Homebase;Unknown;HBTEMPLT.EXE;0;Brown Bag Software
255;Diskvision;Unknown;HDM.COM;0;Bloc Publishing
683;32bit Hex-Editor for Win95/98/NT;Unknown;Hex.exe;0;GH-Software
682;32bit Hex-Editor for Win95/98/NT;1.0.1.39;Hex.exe;851968;GH-Software
749;HydroFlo;Unknown;hf.exe;0;HydroFlo
1921;Harvard Graphics;Unknown;HG.EXE;0;Software Publishing Corp.
1922;Harvard Graphics 3.0;Unknown;HG3.EXE;0;Software Publishing Corp.
1925;Harvard Graphics For Windows;Unknown;HGW.EXE;0;Software Publishing Corp.
1923;Harvard Graphics for Windows;2.0;HGW20.EXE;0;Software Publishing Corp.
1926;Harvard Graphics for Windows 2.0;Unknown;HGW20.EXE;0;Software Publishing Corp.
1924;Harvard Graphics for Windows;3.0;HGW3.EXE;0;Software Publishing Corp.
1927;Harvard Graphics for Windows 3.0;Unknown;HGW3.EXE;0;Software Publishing Corp.
833;Hijaak for Windows 95;Unknown;HIJAAK.EXE;0;Inset Systems
1787;HiJaak;Unknown;hijaak.exe;0;Quarterdeck Office Systems
574;Eyewitness History of the World 2.0;2.01.0021;History2.exe;6526976;DK Multimedia
834;HiJaak Pro/Win;Unknown;HJPRO.EXE;0;Inset Systems
832;HiJaak for Windows;Unknown;HJWIN.EXE;0;Inset Systems
1886;Half-Life Launcher;Unknown;hl.exe;0;Sierra On-line
1917;The Windows Help Magician;Unknown;HLPMAGIC.EXE;0;Software Interphase
27;Tolkien;Unknown;HOBBIT.EXE;0;Addison-wesley
251;Wayne Gretzky Hockey;Unknown;HOCKEY.EXE;0;Bethesda Softworks
1096;HomeSite+;6,0,0,7658Y;HomeSite+.exe;2254848;Macromedia
1091;HomeSite 4.0;Unknown;homesite4.exe;0;Macromedia
1090;HomeSite 4.0;4.0.0.1407;homesite4.exe;3859968;Macromedia
1094;HomeSite 4.5.2;Unknown;homesite45.exe;0;Macromedia
1092;HomeSite 4.5;4.5;homesite45.exe;1479168;Macromedia
1093;HomeSite 4.5;4.5.0.2080;homesite45.exe;1653760;Macromedia
1095;HomeSite 5;Unknown;homesite5.exe;0;Macromedia
1769;Hometown USA;Unknown;HOMETOWN.EXE;0;Publishing International
1858;HostScan;Unknown;HOSTSCAN.exe;0;Savant Software Inc
1857;HostScan;1.5.0.16;HOSTSCAN.exe;351744;Savant Software Inc
167;HotBurn;2.1.6;HotBurn.exe;745472;Asimware Innovations Inc.
1671;HotSync Manager;Unknown;hotsync.exe;0;Palm
1672;HotSync® Manager;3.0.2;hotsync.exe;262656;Palm
737;Hyperaccess/5;Unknown;HP5DOS.EXE;0;Hilgraeve
307;Hyperpad;Unknown;HPAD.OVL;0;Brightbill-roberts & Co.
1929;Harvard Presentation Graphics;Unknown;HPG.EXE;0;Software Publishing Corp.
727;HP Download Manager;Unknown;hpjdwnld.exe;0;Hewlett Packard
726;HP Download Manager;3.02;hpjdwnld.exe;409600;Hewlett Packard
729;HP Network Printer Installation Wizard;Unknown;hpjsi.exe;0;Hewlett Packard
728;HP Network Printer Installation Wizard;3.00.075.0;hpjsi.exe;466992;Hewlett Packard
1931;Harvard Project Manager;Unknown;HPM.EXE;0;Software Publishing Corp.
733;Newwave Mail;Unknown;HPNWMTC.NWE;0;Hewlett Packard
732;Newwave;Unknown;HPOFFICE.NWE;0;Hewlett Packard
1930;Harvard Professional Publisher;Unknown;HPP.OVL;0;Software Publishing Corp.
731;HP Web JetAdmin Service;Unknown;hpwebjetd.exe;0;Hewlett Packard
730;HP Web JetAdmin Service;6.05.1696;hpwebjetd.exe;126976;Hewlett Packard
1434;Win32 Cabinet Self-Extractor;4.71.1015.0;htmlhelp.exe;4186384;Microsoft
1932;Harvard Total Project Manager;Unknown;HTPM.EXE;0;Software Publishing Corp.
540;Homeworker;Unknown;HWORK.EXE;0;Davidson & Associates
392;Civil Sys - Hydsys;Unknown;HYDSYS.EXE;0;Civil Entineering
30;Hyena;Unknown;hyena.exe;0;Adkins Resource
29;Hyena;4, 2, 1, 0;HYENA.exe;1413120;Adkins Resource
739;HyperTerminal Applet;3.0;HYPERTRM.EXE;24576;Hilgraeve, Inc.
837;Application Repackager;Unknown;iar.exe;0;InstallShield
836;Application Repackager;1.1;iar.exe;693248;InstallShield
1667;Icon Browser;Unknown;IconBrowser.exe;0;p.i.c.s.
1666;Icon Browser;4.1.0.2;IconBrowser.exe;580608;p.i.c.s.
797;ICQ;Unknown;icq.exe;0;ICQ
1478;Mirabilis ICQ;Unknown;ICQ.EXE;0;Miribilis
1861;TextBridge API;Unknown;icrsrvr.exe;0;ScanSoft, Inc.
838;InstallShield;Unknown;ide.exe;0;InstallShield
842;InstallShield Professional;5.5;ide.exe;3357184;InstallShield
841;InstallShield For Visual C++;5.1;ide.exe;3619328;InstallShield
800;IdeaFisher;Unknown;IDEAFISH.EXE;0;Idea Fisher Systems
1664;Idex;Unknown;IDEX.EXE;0;Owl International
883;Ipass;Unknown;idialer.exe;499712;Ipass Incorporated
954;Fac Flow;Unknown;IDV4Main.exe;0;Lombard NatWest
953;Fac Flow;4.20.0.0;IDV4Main.exe;3594752;Lombard NatWest
1292;Internet Explorer;Unknown;iexplore.exe;0;Microsoft
1437;Windows Internet Explore;Unknown;IEXPLORE.EXE;0;Microsoft
1436;Windows Internet Explore;4.70.1155;IEXPLORE.EXE;38400;Microsoft
1289;Internet Explorer;5.5;iexplore.exe;60688;Microsoft
1288;Internet Explorer;5.01;iexplore.exe;60848;Microsoft
1286;Internet Explorer;4.01;iexplore.exe;61344;Microsoft
1438;Windows Internet Explorer;4.72.3110.0;IEXPLORE.EXE;65536;Microsoft
1290;Internet Explorer;5.50.4134.100;IEXPLORE.EXE;73728;Microsoft
1287;Internet Explorer;5.0;iexplore.exe;78272;Microsoft
1291;Internet Explorer;6.00;iexplore.exe;91136;Microsoft
1297;Internet Information Server Admin;Unknown;iisadmin.exe;0;Microsoft
1296;Internet Information Server Admin;3.0.2.1706;iisadmin.exe;8464;Microsoft
1770;Intellisync Configuration Module for PalmPilot;3.07.00 (Build 422.44);ilpilot.exe;0;Puma Technology Inc.
2223;imagoWEB;1.1;imagoWEB.exe;893952;Unknown
819;Imara;Unknown;IMARA.EXE;0;Imara Research Corp.
1285;Image Composer;1.5;imgcomp.exe;3826960;Microsoft
400;Imaginaria;Unknown;IMGNARIA.EXE;0;Claris Corporation
2024;InfoMaker;4.0;IMO40.exe;0;Sybase Corp.
347;Iconmover;Unknown;IMOVER.EXE;0;CE Software
984;Lotus Improv;Unknown;IMPROV.EXE;0;Lotus Development
1163;IMS Addon;Unknown;IMSDEMO.EXE;0;Microfocus
767;IBM 3270 Workstation;Unknown;INDCIPL.EXE;0;IBM Corporation
60;Indesign;Unknown;indesign.exe;0;Adobe
1674;IndyCar Racing;Unknown;INDYCAR.EXE;0;Papyrus Design Group
174;InfoModeler;Unknown;infomdlr.exe;0;Asymetrix Corp.
431;eTrust Antivirus;7.0;inocit.exe;407008;Computer Associates
2080;Q&A Write;Unknown;INSTKEY.EXE;0;Symantec Corp.
524;Payroll/Windows;Unknown;INSTPAY.EXE;0;DacEasy
439;Superwriter;Unknown;INSW.COM;0;Computer Associates
1677;Intelligensia;Unknown;INTELL.EXE;0;Parsons Technology
1860;IPScan;Unknown;IPScan.exe;0;Savant Software Inc
132;Angry IP scanner;0, 0, 0, 0;ipscan.exe;107008;Angryziber
1859;IPScan;1.0.1.5;IPScan.exe;417280;Savant Software Inc
380;Instant Recall;Unknown;IRLOAD.EXE;0;Chronologic Corporation
381;Instant Recall/Win;Unknown;IRWIN.EXE;0;Chronologic Corporation
839;InstallShield Expess;Unknown;ISX.EXE;0;InstallShield
840;InstallShield Express;Unknown;isx.exe;0;InstallShield
700;icon-Tetris;Unknown;iTetris.exe;0;Great Beard
699;icon-Tetris;1.0.2.163;iTetris.exe;1476608;Great Beard
1490;Insurance Tracker;Unknown;ITRACKER.EXE;0;Multi-mind
898;Windows Archiver;Unknown;IZArc.exe;0;IZSoftware
897;Windows Archiver;3.1.1;IZArc.exe;654848;IZSoftware
895;IZArc Archiver;3.1.5.0;IZArc.exe;656896;IZSoftware
896;IZArc Archiver;3.1.6.0;IZArc.exe;657408;IZSoftware
1694;Ize;Unknown;IZE.EXE;0;Persoft
1695;Ize (server);Unknown;IZES.EXE;0;Persoft
890;IrfanView;3.70;i_view32.exe;434176;Irfran Skiljan
889;Irfan view;3.80;i_view32.exe;441856;Irfran Skiljan
2144;Jana Server 2.0 Damoen;Unknown;Janad95.exe;0;Thomas Hauck, Privat
2143;Jana Server 2.0 Damoen;2.0 Beta 3;Janad95.exe;425984;Thomas Hauck, Privat
2142;Jana Server 2 Damoen;2.2.1;Janad95.exe;544768;Thomas Hauck, Privat
2146;Proxy, Http, Socks und Mail Server;Unknown;JanaProx.exe;0;Thomas Hauck, Privat
2145;Proxy, Http, Socks und Mail Server;1.46;JanaProx.exe;155648;Thomas Hauck, Privat
2006;Java Development Kit;Unknown;javac.exe;0;Sun
2002;Java Development Kit;1.3;javac.exe;20544;Sun
2003;Java Development Kit;1.3.0_02;javac.exe;20561;Sun
2004;Java Development Kit;1.3.1;javac.exe;20568;Sun
2005;Java Development Kit;1.4.0;javac.exe;28766;Sun
2015;Java Web start;1.2.0_02(build b05);javaws-1_2_0_02-windows-i586-i.exe;823464;Sun
2016;Java Web Start;Unknown;javaws.exe;0;Sun
2014;Java Runtime Environment;Unknown;jawt.dll;0;Sun
2008;Java Runtime Environment;1.3.0_01;jawt.dll;20541;Sun
2009;Java Runtime Environment;1.3.0_02;jawt.dll;20553;Sun
2011;Java Runtime Environment;1.3.1_08;jawt.dll;20554;Sun
2012;Java Runtime Environment;1.4.0;jawt.dll;20560;Sun
2010;Java Runtime Environment;1.3.1_02;jawt.dll;20577;Sun
2013;Java Runtime Environment;1.4.1_02;jawt.dll;20588;Sun
281;JBuilder;Unknown;JBuilder.exe;0;Borland/Inprise
120;FlashGet;Unknown;JetCar.exe;0;Amaze Soft
119;FlashGet;0, 9, 6, 0;JetCar.exe;1056768;Amaze Soft
1652;J Initiator;Unknown;jinstall.exe;0;Oracle
2007;Java Runtime Environment;1, 4, 0, 0;jinstall.exe;278615;Sun
1649;J Initiator;1.1.7.18;jinstall.exe;70144;Oracle
1650;J Initiator;1.1.8.14;jinstall.exe;72192;Oracle
1651;J Initiator;1.1.8.3;jinstall.exe;72192;Oracle
905;Media Center Plus 3;Unknown;jmcp.exe;0;Jasc Software, Inc.
904;Media Center Plus 3;3.10Release;jmcp.exe;2215936;Jasc Software, Inc.
1099;JRun Studio 3;Unknown;jrstudio.exe;0;Macromedia
1097;JRun;Unknown;jrun.exe;0;Macromedia
1098;JRun 2.33;Unknown;jsm.exe;0;Macromedia
901;Jantek TimeClock;Unknown;jtawin.exe;0;Jantek
1431;Visual J++;Unknown;jvc.exe;0;Microsoft
1430;Visual J++;6.0 SP3;jvc.exe;30818;Microsoft
1627;jvmsetup.exe;Unknown;jvmsetup.exe;77893;OpenOffice
310;Karateka;Unknown;KARATEKA.EXE;0;Broderbund Software
923;KaZaA Media Desktop;Unknown;Kazaa.exe;0;KaZaA
1881;KaZaA;Unknown;kazaa.exe;0;Sharman Networks Ltd
199;KEA! 420;Unknown;keavt.exe;0;Attachmate Corp.
299;Superkey;Unknown;KEY.COM;0;Borland/Inprise
109;Keyworks;Unknown;KEYWORKS.EXE;0;Alpha Software
311;Kid Pix;Unknown;KIDPIX.COM;0;Broderbund Software
1852;KiXtart main executable;Unknown;Kix32.exe;0;Ruud van Velsen (Microsoft)
1849;KiXtart main executable;3, 62, 0, 0;KIX32.EXE;163840;Ruud van Velsen (Microsoft)
1850;KiXtart main executable;4, 0, 0, 0;kix32.exe;196608;Ruud van Velsen (Microsoft)
1851;KiXtart main executable;4, 1, 0;KIX32.EXE;212992;Ruud van Velsen (Microsoft)
924;KnowledgePro for Windows;Unknown;KPWIN.EXE;0;Knowledge Garden Inc.
925;KnowledgePro for Windows Gold;Unknown;KPWING.EXE;0;Knowledge Garden Inc.
1909;Labels Unlimited;Unknown;LABELS.EXE;0;Softkey
1907;BAR-ONE 6.0 application file;6.00.00;Labels.exe;20480;Softkey
1908;BAR-ONE 6.0 application file;6.00.00;Labels.exe;7680;Softkey
1728;Company Ladder;Unknown;LADDER.EXE;0;Power Up Software
664;The Frye Utilities - LAN Directory;Unknown;LAND.EXE;0;Frye Computer Systems
845;LANDesk Manager;Unknown;landesk.exe;0;Intel Corp.
680;LANguard Network Scanner;Unknown;languard.exe;0;GFI
678;LANguard Network Scanner;2.0;languard.exe;1560064;GFI
679;LANguard Network Scanner;2.0beta;languard.exe;1664000;GFI
681;LANguard Network Security Scanner;3.0.0.14297;Languard.exe;2766336;GFI
2171;Laplink 7.5 for Windows 95;Unknown;LAPLINK.EXE;1446912;Traveling Software
2172;LapLink for Windows;7.5;LAPLINK.EXE;1446912;Traveling Software
2224;Läsknep;Unknown;lasa.exe;0;Unknown
1905;Laser Fonts;Unknown;LASFONTS.EXE;0;Softcraft
259;Personal Lawyer;Unknown;LAWYER.EXE;0;Bloc Publishing
1491;Lifecycle;Unknown;LC1.EXE;0;Multi-mind
1895;No-squint;Unknown;LCD.COM;0;Skisoft Publishing Corp.
333;LC Filter Synthesis;Unknown;LCFIL.COM;0;Bv Engineering Software
835;Lasercontrol;Unknown;LCPOPUP.EXE;0;Insight Development Corp.
900;LeechFTP;Unknown;Leechftp.exe;0;jan debis
2225;Leechftp;Unknown;Leechftp.exe;0;Unknown
899;LeechFTP;1.3.1.207;Leechftp.exe;828416;jan debis
2304;LeechGet 2002 Download Utility;Unknown;LeechGet.exe;0;www.leechget.de
2302;LeechGet 2001 Download Utility;1.0.1320.1042;LeechGet.exe;2594304;www.leechget.de
2303;LeechGet 2002 Download Utility;1.0.1370.1136;LeechGet.exe;2632704;www.leechget.de
178;lefty;Unknown;lefty.exe;290816;AT&T Laboratories Cambridge
1736;Letters On Line;Unknown;LETTERS.EXE;0;Power Up Software
1844;Lexitype;Unknown;LEX.EXE;0;Rsdi Rector Software
1987;Lexia;3.0;lexia30.exe;0;Stiftelsen Stora Sköndal
1988;Lexia;4.0;lexia40.exe;0;Stiftelsen Stora Sköndal
1845;Lexitype N;Unknown;LEXN.EXE;0;Rsdi Rector Software
875;lfclient;6.5.1.1;lfclient.exe;598016;interstar
756;Lotus Form Designer;Unknown;LFDESIGN.EXE;0;IBM
977;Lotus Form Designer;Unknown;LFDESIGN.EXE;0;Lotus Development
757;Lotus Form Filler;Unknown;LFFILLER.EXE;0;IBM
978;Lotus Form Filler;Unknown;LFFILLER.EXE;0;Lotus Development
1128;SimLife/Windows;Unknown;LIFEWIN.EXE;0;Maxis
519;Daceasy Light;Unknown;LIGHT.EXE;0;DacEasy
937;Limsin;Unknown;LIMSIN.EXE;0;Larson Computing
774;OS/2;Unknown;LINKOS2.EXE;0;IBM Corporation
1978;BNL;;litige.exe;38400;STEF-TFE
2170;Laplink 3;Unknown;LL3.EXE;0;Traveling Software
2176;LapLink V;Unknown;LL5.EXE;0;Traveling Software
2174;Laplink Mac 3;Unknown;LLMAC3.EXE;0;Traveling Software
2175;Laplink Pro;Unknown;LLPRO.EXE;0;Traveling Software
2173;LapLink for Windows;Unknown;LLW.EXE;0;Traveling Software
179;lneato;Unknown;lneato.exe;36864;AT&T Laboratories Cambridge
2166;Load Design 700;Unknown;load.exe;0;Trane Inc.
1901;Soft Breeze;Unknown;LOADNT.COM;0;Soft Shell Systems
822;Perl Command Line Interpreter;5,6,1,626;localProxy.exe;1311777;IndigoSTAR Software
825;Perl Command Line Interpreter;5,6,1,626;localProxy2.exe;1182112;IndigoSTAR Software
1188;Railroad Tycoon;Unknown;LOCOS.PIC;0;Microprose Usa
1299;Logagent out-of-proc server;3.0.0.2700;logagent.exe;67584;Microsoft
1589;Novell 32 Client;Unknown;LOGINW95.EXE;0;Novell
1476;LogoManager;Unknown;LogoManager.exe;0;Mike Bradley
1475;LogoManager;1.2.1065;LogoManager.exe;223232;Mike Bradley
1596;LetterPerfect;Unknown;LPHELP.FIL;0;Novell Apps Group
261;Printvision;Unknown;LPV.EXE;0;Bloc Publishing
2246;Sourcer;Unknown;LST2ASM.EXE;0;V Communications
523;Lucid;Unknown;LUCID.EXE;0;DacEasy
1910;Labels Unlimited For Windows;Unknown;LUW.EXE;0;Softkey
1002;Lotus Write;Unknown;LWRITE.EXE;0;Lotus Development
541;Math Blaster;Unknown;M-BLAST.COM;0;Davidson & Associates
2136;SmartQuote;Unknown;m2o.exe;0;The Peachtree Companies
1941;Mail602 SendFax;3.32.1.1068;M602sndf.exe;315904;Software602
626;Mace Utilities;Unknown;MACE.EXE;0;Fifth Generation Systems
1915;Macin Tax;Unknown;MACINTAX.EXE;0;Softview
1018;Macola Accounting;Unknown;MACOLARG.EXE;0;Macola
2134;Maestro Numero;Unknown;MAESTRO.COM;0;The Home School
1678;Pack Magic;Unknown;MAGIC.EXE;0;Parsons Technology
985;Lotus Magellan;Unknown;MAGINDEX.EXE;0;Lotus Development
1130;Lan Auto Inventory;Unknown;MAININV.EXE;0;McAfee
1539;McAfee LAN Auto Inventory;Unknown;MAININV.EXE;0;Network Associates
1174;PhotoMagic;Unknown;MAJIC.EXE;0;Micrografx
1113;Multiple Arcade Machine Emulator for Win32;Unknown;mame32.exe;0;MAME Team
1112;Multiple Arcade Machine Emulator for Win32;0, 34, 0, 0;mame32.exe;5570560;MAME Team
571;File Manager;Unknown;MANAGER.EXE;0;Distinct Corporation
1114;Maplinx;Unknown;MAPLINX.EXE;0;Maplinx Corporation
2001;Atlas Mapmaker/Win;Unknown;MAPMAKER.EXE;0;Strategic Mapping
943;MarkVision Printer Utility;Unknown;MARKVIS.EXE;0;Lexmark International Inc.
942;MarkVision Printer Utility;5.20.00.00;MARKVIS.EXE;593408;Lexmark International Inc.
444;Marx Menu;Unknown;MARXMENU.EXE;0;Computer Tyme
1300;Macro Assembler;Unknown;MASM.EXE;0;Microsoft
823;Perl Command Line Interpreter;5,6,1,626;master.exe;725529;IndigoSTAR Software
1118;Mathcad;Unknown;MATHCAD.EXE;0;Mathsoft
2290;Mathematica;Unknown;MATHEXE.EXE;0;Wolfram Research
1992;First Math;Unknown;MATHMENU.EXE;0;Stone & Associates
1939;Mavis Beacon Teaches Typing;Unknown;MAVIS.EXE;0;Software Toolworks
1823;Maximizer for Windows;Unknown;MAXWIN.EXE;0;Richmond Software
542;Math Blaster Mystery;Unknown;MBM.BAT;0;Davidson & Associates
543;Math Blaster Plus;Unknown;MBP.COM;0;Davidson & Associates
1223;Baseline Security Analyzer;Unknown;MBSA.EXE;0;Microsoft
1222;Baseline Security Analyzer;1.2.3316.1;mbsa.exe;41984;Microsoft
1221;Baseline Security Analyzer;1, 0, 0, 3;MBSA.exe;57344;Microsoft
1224;Baseline Security Analyzer CLI;1.2.3316.1;mbsacli.exe;838144;Microsoft
1117;Mathcad;Unknown;MCAD.EXE;0;Mathsoft
312;Murder Club;Unknown;MCLUB.COM;0;Broderbund Software
165;Medicalis/Dentalis;Unknown;MEDCRC.EXE;0;Articulate Publications
691;MemoWeb Flash;3.0.2.0;Memoweb3.exe;2010624;GOTO Software
1302;MetaBase Editor Utility;Unknown;MetaEdit.exe;0;Microsoft
987;Lotus Metro;Unknown;METRO.EXE;0;Lotus Development
101;Alliance;v6.x;MFG.exe;0;Alliance Manufacturing
104;Alliance Mfg;v6.x;MFG.exe;0;Alliance Manufacturing
102;Alliance Mfg;6.01.0028;MFG.exe;1015865;Alliance Manufacturing
2108;Make-a-flash;Unknown;MFLASH.EXE;0;Teacher Support Software
1788;Manifest;Unknown;MFT.EXE;0;Quarterdeck Office Systems
860;MicroStation;Unknown;MGDS.EXE;0;Intergraph Corporation
1180;Slideshow;Unknown;MGXLIB.EXE;0;Micrografx
1183;Windows Postscript Driver;Unknown;MGXSLIDE.EXE;0;Micrografx
1170;Draw Plus;Unknown;MGXVM.EXE;0;Micrografx
100;Password Revealer;1.0.0.0;militia.exe;310272;Alien Donut Malitia
1477;Mirc;Unknown;mirc32.exe;0;mIRC Co Ltd
1160;Micro League Baseball Ii;Unknown;MLBII.EXE;0;Micro League Sports Assn.
1505;My Maillist;Unknown;MLIST.EXE;0;My Software
1502;My Advanced Maillist;Unknown;MLISTA.EXE;0;My Software
755;Lotus Express;Unknown;mlmain.exe;0;IBM
976;Lotus Express;Unknown;mlmain.exe;0;Lotus Development
1161;Micro League Wrestling;Unknown;MLW2.EXE;0;Micro League Sports Assn.
1991;Bull's Eye Math;Unknown;MMATH.EXE;0;Stone & Associates
1489;Effective Funding;Unknown;MM_.EXE;0;Multi-mind
1159;Polymod2;Unknown;MOD2STRT.EXE;0;Memsoft
538;Monarch;Unknown;monarch.exe;0;DataWatch
1705;Monarch;Unknown;MONARCH.EXE;0;Personics
528;Monday Night Football;Unknown;MONDAY.EXE;0;Data East
